"SG_UF","nome_curso_clean","cbo_4dig","E_uf_cbo","LQ","cbo_familia","IDX_EIXCUR","Eixo Tecnológico","Área Tecnológica","Denominação do Curso","QT_MAT_CURSO_TEC_EST","QT_MAT_CURSO_TEC_FED","QT_MAT_CURSO_TEC_MUN","QT_MAT_CURSO_TEC_PRI","QT_MAT_CURSO_TEC_TOT"
"AC","Administração","1421",1596,1.50592052649762,"Gerentes administrativos, financeiros, de riscos e afins","04001","Gestão e Negócios","Gerencial","Técnico em Administração",2448,3370,0,2282,8100
"AC","Comércio","1421",1596,1.50592052649762,"Gerentes administrativos, financeiros, de riscos e afins","04002","Gestão e Negócios","Comercial","Técnico em Comércio",155,0,0,0,155
"AC","Finanças","1421",1596,1.50592052649762,"Gerentes administrativos, financeiros, de riscos e afins","04007","Gestão e Negócios","Operações Financeiras","Técnico em Finanças",91,817,0,0,908
"AC","Marketing","1421",1596,1.50592052649762,"Gerentes administrativos, financeiros, de riscos e afins","04009","Gestão e Negócios","Comercial","Técnico em Marketing",52,0,0,48,100
"AM","Administração","3542",1372,1.01772862448665,"Compradores","04001","Gestão e Negócios","Gerencial","Técnico em Administração",9141,24970,0,5859,39970
"AM","Administração","4102",1797,1.20832481339057,"Supervisores de serviços financeiros, de câmbio e de controle","04001","Gestão e Negócios","Gerencial","Técnico em Administração",9141,24970,0,5859,39970
"AM","Agenciamento de Viagem","3412",826,10.5722602260615,"Técnicos marítimos, fluviários e pescadores de convés","13001","Turismo, Hospitalidade e Lazer","Atividades Turísticas","Técnico em Agenciamento de Viagem",0,52,0,39,91
"AM","Agente Comunitário de Saúde","3516",1643,1.063082462092,"Técnicos em segurança do trabalho","01001","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Agente Comunitário de Saúde",7068,1374,0,0,8442
"AM","Agrimensura","3423",697,1.10171169256759,"Técnicos em transportes rodoviários","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",560,0,0,0,560
"AM","Agrimensura","3513",593,1.91810522284459,"Técnicos em administração","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",560,0,0,0,560
"AM","Agronegócio","3516",1643,1.063082462092,"Técnicos em segurança do trabalho","11003","Recursos Naturais","Produção Agrícola e Pecuária","Técnico em Agronegócio",406,277,0,0,683
"AM","Alimentação Escolar","2523",2361,1.60537927291076,"Secretárias(os) executivas(os) e afins","03001","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Alimentação Escolar",0,99,0,0,99
"AM","Alimentação Escolar","3312",673,1.02551468100602,"Professores de nível médio no ensino fundamental","03001","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Alimentação Escolar",0,99,0,0,99
"AM","Análises Clínicas","3242",932,1.62088572286998,"Técnicos de laboratórios de saúde e bancos de sangue","01002","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Análises Clínicas",NA,NA,NA,NA,NA
"AM","Arquivo","3312",673,1.02551468100602,"Professores de nível médio no ensino fundamental","03002","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Arquivo",0,0,0,0,0
"AM","Artes Circenses","3412",826,10.5722602260615,"Técnicos marítimos, fluviários e pescadores de convés","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,0,0
"AM","Artes Visuais","3114",791,9.67092621949377,"Técnicos em fabricação de produtos plásticos e de borracha","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,25,0,25
"AM","Artesanato","3911",3381,1.30013331536889,"Planejadores, programadores e controladores de produção e manutenção","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,48,104,152
"AM","Automação Industrial","3114",791,9.67092621949377,"Técnicos em fabricação de produtos plásticos e de borracha","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",572,1131,0,4809,6512
"AM","Automação Industrial","3131",2028,1.38867661239271,"Técnicos em eletricidade e eletrotécnica","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",572,1131,0,4809,6512
"AM","Automação Industrial","3144",927,1.64742896321203,"Técnicos mecânicos na manutenção de máquinas, sistemas e instrumentos","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",572,1131,0,4809,6512
"AM","Automação Industrial","3425",739,1.85488568740184,"Técnicos em transportes aéreos","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",572,1131,0,4809,6512
"AM","Automação Industrial","3911",3381,1.30013331536889,"Planejadores, programadores e controladores de produção e manutenção","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",572,1131,0,4809,6512
"AM","Biblioteconomia","2523",2361,1.60537927291076,"Secretárias(os) executivas(os) e afins","03003","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Biblioteconomia",0,78,0,0,78
"AM","Biblioteconomia","3312",673,1.02551468100602,"Professores de nível médio no ensino fundamental","03003","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Biblioteconomia",0,78,0,0,78
"AM","Brinquedoteca","2523",2361,1.60537927291076,"Secretárias(os) executivas(os) e afins","03004","Desenvolvimento Educacional e Social","Tecnologia, Inovação e Práticas Laboratoriais","Técnico em Brinquedoteca",NA,NA,NA,NA,NA
"AM","Brinquedoteca","3312",673,1.02551468100602,"Professores de nível médio no ensino fundamental","03004","Desenvolvimento Educacional e Social","Tecnologia, Inovação e Práticas Laboratoriais","Técnico em Brinquedoteca",NA,NA,NA,NA,NA
"AM","Canto","3912",8324,2.47057061715754,"Técnicos de controle da produção","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",0,0,0,0,0
"AM","Citopatologia","3242",932,1.62088572286998,"Técnicos de laboratórios de saúde e bancos de sangue","01003","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Citopatologia",0,0,0,0,0
"AM","Comércio","3513",593,1.91810522284459,"Técnicos em administração","04002","Gestão e Negócios","Comercial","Técnico em Comércio",21,518,0,0,539
"AM","Comércio","4102",1797,1.20832481339057,"Supervisores de serviços financeiros, de câmbio e de controle","04002","Gestão e Negócios","Comercial","Técnico em Comércio",21,518,0,0,539
"AM","Comércio Exterior","3542",1372,1.01772862448665,"Compradores","04003","Gestão e Negócios","Comercial","Técnico em Comércio Exterior",0,0,0,0,0
"AM","Condomínio","3911",3381,1.30013331536889,"Planejadores, programadores e controladores de produção e manutenção","04004","Gestão e Negócios","Gerencial","Técnico em Condomínio",47,0,0,0,47
"AM","Contabilidade","3912",8324,2.47057061715754,"Técnicos de controle da produção","04005","Gestão e Negócios","Operações Financeiras","Técnico em Contabilidade",1312,115,0,1040,2467
"AM","Cooperativismo","3513",593,1.91810522284459,"Técnicos em administração","04006","Gestão e Negócios","Gerencial","Técnico em Cooperativismo",0,148,0,0,148
"AM","Cooperativismo","3515",764,1.43503414928493,"Técnicos em secretariado, taquígrafos e estenotipistas","04006","Gestão e Negócios","Gerencial","Técnico em Cooperativismo",0,148,0,0,148
"AM","Dança","3114",791,9.67092621949377,"Técnicos em fabricação de produtos plásticos e de borracha","09008","Produção Cultural e Design","Manifestações Artísticas","Técnico em Dança",0,0,0,0,0
"AM","Defesa Civil","3423",697,1.10171169256759,"Técnicos em transportes rodoviários","12001","Segurança","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Defesa Civil",0,0,0,0,0
"AM","Desenvolvimento Comunitário","2523",2361,1.60537927291076,"Secretárias(os) executivas(os) e afins","03005","Desenvolvimento Educacional e Social","Intervenção Social","Técnico em Desenvolvimento Comunitário",NA,NA,NA,NA,NA
"AM","Desenvolvimento Comunitário","3312",673,1.02551468100602,"Professores de nível médio no ensino fundamental","03005","Desenvolvimento Educacional e Social","Intervenção Social","Técnico em Desenvolvimento Comunitário",NA,NA,NA,NA,NA
"AM","Desenvolvimento Comunitário","3515",764,1.43503414928493,"Técnicos em secretariado, taquígrafos e estenotipistas","03005","Desenvolvimento Educacional e Social","Intervenção Social","Técnico em Desenvolvimento Comunitário",NA,NA,NA,NA,NA
"AM","Desenvolvimento Comunitário","3542",1372,1.01772862448665,"Compradores","03005","Desenvolvimento Educacional e Social","Intervenção Social","Técnico em Desenvolvimento Comunitário",NA,NA,NA,NA,NA
"AM","Edificações","3423",697,1.10171169256759,"Técnicos em transportes rodoviários","06005","Infraestrutura","Construção de Obras","Técnico em Edificações",4178,4747,0,902,9827
"AM","Edificações","3513",593,1.91810522284459,"Técnicos em administração","06005","Infraestrutura","Construção de Obras","Técnico em Edificações",4178,4747,0,902,9827
"AM","Eletroeletrônica","3141",1864,1.83920538668815,"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos","02002","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletroeletrônica",91,36,0,1369,1496
"AM","Eletroeletrônica","3911",3381,1.30013331536889,"Planejadores, programadores e controladores de produção e manutenção","02002","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletroeletrônica",91,36,0,1369,1496
"AM","Eletrotécnica","3141",1864,1.83920538668815,"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos","02005","Controle e Processos Industriais","Sistemas de Energia","Técnico em Eletrotécnica",4057,4727,0,6440,15224
"AM","Eletrotécnica","3144",927,1.64742896321203,"Técnicos mecânicos na manutenção de máquinas, sistemas e instrumentos","02005","Controle e Processos Industriais","Sistemas de Energia","Técnico em Eletrotécnica",4057,4727,0,6440,15224
"AM","Eletrônica","3131",2028,1.38867661239271,"Técnicos em eletricidade e eletrotécnica","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",1828,4018,0,5982,11828
"AM","Eletrônica","3132",2740,1.76519191708272,"Técnicos em eletrônica","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",1828,4018,0,5982,11828
"AM","Eletrônica","3141",1864,1.83920538668815,"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",1828,4018,0,5982,11828
"AM","Eletrônica","3144",927,1.64742896321203,"Técnicos mecânicos na manutenção de máquinas, sistemas e instrumentos","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",1828,4018,0,5982,11828
"AM","Eletrônica","3912",8324,2.47057061715754,"Técnicos de controle da produção","02004","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Eletrônica",1828,4018,0,5982,11828
"AM","Eventos","3425",739,1.85488568740184,"Técnicos em transportes aéreos","13002","Turismo, Hospitalidade e Lazer","Apoio técnico a eventos","Técnico em Eventos",107,241,0,576,924
"AM","Fabricação Mecânica","3412",826,10.5722602260615,"Técnicos marítimos, fluviários e pescadores de convés","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",0,0,0,132,132
"AM","Farmácia","3542",1372,1.01772862448665,"Compradores","01010","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Farmácia",903,0,0,182,1085
"AM","Finanças","3515",764,1.43503414928493,"Técnicos em secretariado, taquígrafos e estenotipistas","04007","Gestão e Negócios","Operações Financeiras","Técnico em Finanças",3329,0,0,26,3355
"AM","Gastronomia","3425",739,1.85488568740184,"Técnicos em transportes aéreos","13003","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Gastronomia",NA,NA,NA,NA,NA
"AM","Geodésia e Cartografia","3423",697,1.10171169256759,"Técnicos em transportes rodoviários","06007","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Geodésia e Cartografia",0,0,0,0,0
"AM","Gerência em Saúde","3242",932,1.62088572286998,"Técnicos de laboratórios de saúde e bancos de sangue","01011","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Gerência em Saúde",NA,NA,NA,NA,NA
"AM","Hospedagem","3412",826,10.5722602260615,"Técnicos marítimos, fluviários e pescadores de convés","13005","Turismo, Hospitalidade e Lazer","Acolhimento e Hospedagem","Técnico em Hospedagem",249,128,0,59,436
"AM","Hospedagem","3911",3381,1.30013331536889,"Planejadores, programadores e controladores de produção e manutenção","13005","Turismo, Hospitalidade e Lazer","Acolhimento e Hospedagem","Técnico em Hospedagem",249,128,0,59,436
"AM","Informática","3132",2740,1.76519191708272,"Técnicos em eletrônica","05003","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Informática",5400,21158,284,7716,34558
"AM","Informática","3912",8324,2.47057061715754,"Técnicos de controle da produção","05003","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Informática",5400,21158,284,7716,34558
"AM","Marketing","3515",764,1.43503414928493,"Técnicos em secretariado, taquígrafos e estenotipistas","04009","Gestão e Negócios","Comercial","Técnico em Marketing",1417,0,0,0,1417
"AM","Marketing","3542",1372,1.01772862448665,"Compradores","04009","Gestão e Negócios","Comercial","Técnico em Marketing",1417,0,0,0,1417
"AM","Panificação","4102",1797,1.20832481339057,"Supervisores de serviços financeiros, de câmbio e de controle","08006","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Panificação",15,0,0,157,172
"AM","Radiologia","3516",1643,1.063082462092,"Técnicos em segurança do trabalho","01027","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Radiologia",1724,0,0,7868,9592
"AM","Órteses e Próteses","2523",2361,1.60537927291076,"Secretárias(os) executivas(os) e afins","01023","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Órteses e Próteses",0,0,0,152,152
"DF","Agenciamento de Viagem","4121",734,2.47925070352935,"Operadores de equipamentos de entrada e transmissão de dados","13001","Turismo, Hospitalidade e Lazer","Atividades Turísticas","Técnico em Agenciamento de Viagem",0,0,0,163,163
"DF","Cenografia","4121",734,2.47925070352935,"Operadores de equipamentos de entrada e transmissão de dados","09005","Produção Cultural e Design","Design","Técnico em Cenografia",24,0,0,0,24
"DF","Eventos","4121",734,2.47925070352935,"Operadores de equipamentos de entrada e transmissão de dados","13002","Turismo, Hospitalidade e Lazer","Apoio técnico a eventos","Técnico em Eventos",83,3808,0,178,4069
"DF","Informática","4121",734,2.47925070352935,"Operadores de equipamentos de entrada e transmissão de dados","05003","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Informática",29812,2754,0,4067,36633
"DF","Órteses e Próteses","4121",734,2.47925070352935,"Operadores de equipamentos de entrada e transmissão de dados","01023","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Órteses e Próteses",0,0,0,165,165
"MA","Administração","4122",4633,3.85265306803068,"Contínuos","04001","Gestão e Negócios","Gerencial","Técnico em Administração",11849,20863,2203,5193,40108
"MA","Arquivo","4122",4633,3.85265306803068,"Contínuos","03002","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Arquivo",0,0,0,0,0
"MA","Celulose e Papel","4122",4633,3.85265306803068,"Contínuos","10006","Produção Industrial","Química","Técnico em Celulose e Papel",0,299,0,0,299
"MA","Logística","4122",4633,3.85265306803068,"Contínuos","04008","Gestão e Negócios","Gerencial","Técnico em Logística",8260,3432,0,2935,14627
"MA","Marketing","4122",4633,3.85265306803068,"Contínuos","04009","Gestão e Negócios","Comercial","Técnico em Marketing",1842,232,0,0,2074
"MG","Administração","4131",33706,1.00842055417088,"Auxiliares de contabilidade","04001","Gestão e Negócios","Gerencial","Técnico em Administração",61065,42567,3119,92004,198755
"MG","Administração","4201",9370,1.05906323169563,"Supervisores de atendimento ao público e de pesquisa","04001","Gestão e Negócios","Gerencial","Técnico em Administração",61065,42567,3119,92004,198755
"MG","Administração","4231",4390,3.50863028497006,"Despachantes documentalistas e afins","04001","Gestão e Negócios","Gerencial","Técnico em Administração",61065,42567,3119,92004,198755
"MG","Administração","4241",716,1.09649296356305,"Entrevistadores e recenseadores","04001","Gestão e Negócios","Gerencial","Técnico em Administração",61065,42567,3119,92004,198755
"MG","Aeroportuário","7102",16511,1.16920751066571,"Supervisores da construção civil","06001","Infraestrutura","Operações de Transporte","Técnico em Aeroportuário",0,0,0,29,29
"MG","Aeroportuário","7111",9167,4.22885848121839,"Trabalhadores da extração de minerais sólidos","06001","Infraestrutura","Operações de Transporte","Técnico em Aeroportuário",0,0,0,29,29
"MG","Agenciamento de Viagem","5166",540,1.69778293282558,"Trabalhadores auxiliares dos serviços funerários","13001","Turismo, Hospitalidade e Lazer","Atividades Turísticas","Técnico em Agenciamento de Viagem",0,0,0,294,294
"MG","Agente Comunitário de Saúde","4241",716,1.09649296356305,"Entrevistadores e recenseadores","01001","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Agente Comunitário de Saúde",9077,6031,0,481,15589
"MG","Agente Comunitário de Saúde","5165",2258,1.46069287721527,"Trabalhadores dos serviços funerários","01001","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Agente Comunitário de Saúde",9077,6031,0,481,15589
"MG","Agrimensura","4152",7761,1.02608773915182,"Trabalhadores nos serviços de classificação e entregas de correspondências, encomendas e publicações","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",0,2166,0,3743,5909
"MG","Agrimensura","7101",2778,3.88706222168444,"Supervisores da extração mineral","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",0,2166,0,3743,5909
"MG","Agrimensura","7102",16511,1.16920751066571,"Supervisores da construção civil","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",0,2166,0,3743,5909
"MG","Agrimensura","7112",9113,2.40976404652925,"Trabalhadores de extração de minerais sólidos (operadores de máquinas)","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",0,2166,0,3743,5909
"MG","Agrimensura","7151",33805,1.61093682246246,"Trabalhadores na operação de máquinas de terraplenagem e fundações","06002","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Agrimensura",0,2166,0,3743,5909
"MG","Agroecologia","4223",47352,1.22204301943636,"Operadores de telemarketing e afins","11002","Recursos Naturais","Produção Agrícola e Pecuária","Técnico em Agroecologia",1559,3125,0,230,4914
"MG","Alimentação Escolar","5162",13298,1.17973373671878,"Cuidadores de crianças, jovens, adultos e idosos","03001","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Alimentação Escolar",0,1102,0,35,1137
"MG","Alimentação Escolar","5243",593,1.27347544241673,"Vendedores ambulantes","03001","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Alimentação Escolar",0,1102,0,35,1137
"MG","Alimentos","5121",2862,1.15750016848405,"Trabalhadores dos serviços domésticos em geral","08002","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Alimentos",1188,14512,0,2359,18059
"MG","Análises Clínicas","5152",12123,1.17718372779854,"Auxiliares de laboratório da saúde","01002","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Análises Clínicas",NA,NA,NA,NA,NA
"MG","Análises Clínicas","6320",1311,4.58376492735639,"Trabalhadores florestais polivalentes","01002","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Análises Clínicas",NA,NA,NA,NA,NA
"MG","Arquivo","4151",2012,1.40408162082415,"Auxiliares de serviços de documentação, informação e pesquisa","03002","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Arquivo",0,0,0,0,0
"MG","Arquivo","4152",7761,1.02608773915182,"Trabalhadores nos serviços de classificação e entregas de correspondências, encomendas e publicações","03002","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Arquivo",0,0,0,0,0
"MG","Arquivo","4231",4390,3.50863028497006,"Despachantes documentalistas e afins","03002","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Arquivo",0,0,0,0,0
"MG","Artes Circenses","5121",2862,1.15750016848405,"Trabalhadores dos serviços domésticos em geral","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",221,0,0,0,221
"MG","Artes Circenses","5166",540,1.69778293282558,"Trabalhadores auxiliares dos serviços funerários","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",221,0,0,0,221
"MG","Artes Circenses","6220",42980,1.4843551626213,"Trabalhadores de apoio à agricultura","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",221,0,0,0,221
"MG","Artes Visuais","5121",2862,1.15750016848405,"Trabalhadores dos serviços domésticos em geral","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",263,0,0,737,1000
"MG","Artes Visuais","7111",9167,4.22885848121839,"Trabalhadores da extração de minerais sólidos","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",263,0,0,737,1000
"MG","Artesanato","5152",12123,1.17718372779854,"Auxiliares de laboratório da saúde","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,56,0,14,70
"MG","Artesanato","5164",895,1.68091260475871,"Lavadores e passadores de roupa, a mão","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,56,0,14,70
"MG","Artesanato","5166",540,1.69778293282558,"Trabalhadores auxiliares dos serviços funerários","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,56,0,14,70
"MG","Artesanato","7102",16511,1.16920751066571,"Supervisores da construção civil","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,56,0,14,70
"MG","Automação Industrial","5231",2822,1.28375744811366,"Instaladores de produtos e acessórios","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",0,11428,0,23109,34537
"MG","Açúcar e Álcool","6110",584,2.8102019063433,"Produtores agropecuários em geral","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6201",6915,1.29942509174796,"Supervisores na exploração agropecuária","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6210",85398,2.05736599212444,"Trabalhadores agropecuários em geral","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6220",42980,1.4843551626213,"Trabalhadores de apoio à agricultura","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6223",1122,1.50319346494266,"Trabalhadores agrícolas na olericultura","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6224",2431,1.96390798258192,"Trabalhadores agrícolas no cultivo de flores e plantas ornamentais","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6225",7462,1.99787080149022,"Trabalhadores agrícolas na fruticultura","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6226",9376,8.39221276215732,"Trabalhadores agrícolas nas culturas de plantas estimulantes","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6301",1782,2.64939817477617,"Supervisores na área florestal e aquicultura","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6313",708,4.34606257304432,"Criadores de animais aquáticos","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6320",1311,4.58376492735639,"Trabalhadores florestais polivalentes","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6321",15700,2.50598337495731,"Extrativistas e reflorestadores de espécies produtoras de madeira","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6322",504,5.00485510772482,"Extrativistas florestais de espécies produtoras de gomas e resinas","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6326",5900,6.56868121673571,"Carvoejadores","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6410",43474,1.38682447802286,"Trabalhadores da mecanização agrícola","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","6420",3356,1.80908201409194,"Trabalhadores da mecanização florestal","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","7101",2778,3.88706222168444,"Supervisores da extração mineral","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","7111",9167,4.22885848121839,"Trabalhadores da extração de minerais sólidos","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","7112",9113,2.40976404652925,"Trabalhadores de extração de minerais sólidos (operadores de máquinas)","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","7121",2833,3.12630031174721,"Trabalhadores de beneficiamento de minérios","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Açúcar e Álcool","7151",33805,1.61093682246246,"Trabalhadores na operação de máquinas de terraplenagem e fundações","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",1041,390,0,1800,3231
"MG","Biblioteconomia","4151",2012,1.40408162082415,"Auxiliares de serviços de documentação, informação e pesquisa","03003","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Biblioteconomia",0,89,0,94,183
"MG","Biocombustíveis","6110",584,2.8102019063433,"Produtores agropecuários em geral","10003","Produção Industrial","Química","Técnico em Biocombustíveis",0,0,0,96,96
"MG","Biocombustíveis","6210",85398,2.05736599212444,"Trabalhadores agropecuários em geral","10003","Produção Industrial","Química","Técnico em Biocombustíveis",0,0,0,96,96
"MG","Biocombustíveis","6301",1782,2.64939817477617,"Supervisores na área florestal e aquicultura","10003","Produção Industrial","Química","Técnico em Biocombustíveis",0,0,0,96,96
"MG","Biotecnologia","6110",584,2.8102019063433,"Produtores agropecuários em geral","10004","Produção Industrial","Química","Técnico em Biotecnologia",50,657,0,2330,3037
"MG","Biotecnologia","6201",6915,1.29942509174796,"Supervisores na exploração agropecuária","10004","Produção Industrial","Química","Técnico em Biotecnologia",50,657,0,2330,3037
"MG","Biotecnologia","6210",85398,2.05736599212444,"Trabalhadores agropecuários em geral","10004","Produção Industrial","Química","Técnico em Biotecnologia",50,657,0,2330,3037
"MG","Biotecnologia","6233",6238,1.39012197885893,"Trabalhadores na avicultura e cunicultura","10004","Produção Industrial","Química","Técnico em Biotecnologia",50,657,0,2330,3037
"MG","Biotecnologia","6301",1782,2.64939817477617,"Supervisores na área florestal e aquicultura","10004","Produção Industrial","Química","Técnico em Biotecnologia",50,657,0,2330,3037
"MG","Brinquedoteca","5165",2258,1.46069287721527,"Trabalhadores dos serviços funerários","03004","Desenvolvimento Educacional e Social","Tecnologia, Inovação e Práticas Laboratoriais","Técnico em Brinquedoteca",NA,NA,NA,NA,NA
"MG","Brinquedoteca","6320",1311,4.58376492735639,"Trabalhadores florestais polivalentes","03004","Desenvolvimento Educacional e Social","Tecnologia, Inovação e Práticas Laboratoriais","Técnico em Brinquedoteca",NA,NA,NA,NA,NA
"MG","Canto","4223",47352,1.22204301943636,"Operadores de telemarketing e afins","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",270,0,0,14,284
"MG","Canto","5133",10614,1.04734289891572,"Camareiros, roupeiros e afins","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",270,0,0,14,284
