"SG_UF","nome_curso_clean","cbo_4dig","E_uf_cbo","LQ","cbo_familia","IDX_EIXCUR","Eixo Tecnológico","Área Tecnológica","Denominação do Curso","QT_MAT_CURSO_TEC_EST","QT_MAT_CURSO_TEC_FED","QT_MAT_CURSO_TEC_MUN","QT_MAT_CURSO_TEC_PRI","QT_MAT_CURSO_TEC_TOT"
"SP","Estética","8118",12025,1.61304942399741,"Operadores de máquinas e instalações de produtos farmacêuticos, cosméticos e afins","01009","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Estética",0,0,0,68084,68084
"SP","Fabricação Mecânica","7211",12132,1.64055876778639,"Ferramenteiros e afins","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fabricação Mecânica","7214",27265,1.58562387539309,"Operadores de máquinas de usinagem cnc","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fabricação Mecânica","7224",3056,1.86196438025393,"Trabalhadores de trefilação e estiramento de metais puros e ligas metálicas","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fabricação Mecânica","7232",6579,1.69166352387877,"Trabalhadores de tratamento de superfícies de metais e de compósitos (termoquímicos)","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fabricação Mecânica","7241",28506,1.07755353182912,"Encanadores e instaladores de tubulações","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fabricação Mecânica","7251",16651,1.45754220039171,"Montadores de máquinas, aparelhos e acessórios em linhas de montagem","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fabricação Mecânica","7255",15923,1.28623720087709,"Montadores de veículos automotores (linha de montagem)","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fabricação Mecânica","7510",985,1.6217766841764,"Joalheiros e lapidadores de gemas","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fabricação Mecânica","8213",4980,1.55141784899443,"Operadores de equipamentos de laminação","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fabricação Mecânica","8221",1571,1.27776783053787,"Forneiros metalúrgicos (segunda fusão e reaquecimento)","02006","Controle e Processos Industriais","Metalmecânica","Técnico em Fabricação Mecânica",87,1953,0,9464,11504
"SP","Fundição","7244",47300,1.09909837988371,"Trabalhadores de caldeiraria e serralheria","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"SP","Fundição","7245",24797,1.69044943437298,"Operadores de máquinas de conformação de metais","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"SP","Fundição","7251",16651,1.45754220039171,"Montadores de máquinas, aparelhos e acessórios em linhas de montagem","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"SP","Fundição","7651",1622,1.42795419973946,"Trabalhadores da preparação de artefatos de tecidos, couros e tapeçaria","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"SP","Fundição","7811",1227,1.78870454924023,"Condutores de processos robotizados","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"SP","Fundição","7826",4576,1.44799387375501,"Operadores de veículos sobre trilhos e cabos aéreos","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"SP","Fundição","7831",4471,1.14318886892614,"Trabalhadores de manobras de transportes sobre trilhos","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"SP","Fundição","8101",3747,1.68765771685177,"Supervisores de produção em indústrias químicas, petroquímicas e afins","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"SP","Fundição","8301",952,1.38819297311129,"Supervisores da fabricação de celulose e papel","02008","Controle e Processos Industriais","Metalmecânica","Técnico em Fundição",0,0,0,0,0
"SP","Gastronomia","7233",25449,1.01098426883102,"Trabalhadores da pintura de equipamentos, veículos, estruturas metálicas e de compósitos","13003","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Gastronomia",NA,NA,NA,NA,NA
"SP","Gastronomia","7244",47300,1.09909837988371,"Trabalhadores de caldeiraria e serralheria","13003","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Gastronomia",NA,NA,NA,NA,NA
"SP","Gastronomia","7251",16651,1.45754220039171,"Montadores de máquinas, aparelhos e acessórios em linhas de montagem","13003","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Gastronomia",NA,NA,NA,NA,NA
"SP","Gastronomia","7256",2164,6.30785913792528,"Montadores de sistemas e estruturas de aeronaves","13003","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Gastronomia",NA,NA,NA,NA,NA
"SP","Gastronomia","7654",1132,1.60682703499256,"Trabalhadores do acabamento de artefatos de tecidos e couros","13003","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Gastronomia",NA,NA,NA,NA,NA
"SP","Gastronomia","7811",1227,1.78870454924023,"Condutores de processos robotizados","13003","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Gastronomia",NA,NA,NA,NA,NA
"SP","Gastronomia","9141",3340,1.58314837926794,"Mecânicos de manutenção aeronáutica","13003","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Gastronomia",NA,NA,NA,NA,NA
"SP","Geodésia e Cartografia","7822",72746,1.19354741857055,"Operadores de equipamentos de movimentação de cargas","06007","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Geodésia e Cartografia",1687,0,0,0,1687
"SP","Geodésia e Cartografia","7826",4576,1.44799387375501,"Operadores de veículos sobre trilhos e cabos aéreos","06007","Infraestrutura","Mensuração Espacial e Volumétrica","Técnico em Geodésia e Cartografia",1687,0,0,0,1687
"SP","Guia de Turismo","7682",534,1.38036945100897,"Trabalhadores artesanais da confecção de peças e tecidos","13004","Turismo, Hospitalidade e Lazer","Atividades Turísticas","Técnico em Guia de Turismo",10132,0,556,5520,16208
"SP","Hospedagem","7224",3056,1.86196438025393,"Trabalhadores de trefilação e estiramento de metais puros e ligas metálicas","13005","Turismo, Hospitalidade e Lazer","Acolhimento e Hospedagem","Técnico em Hospedagem",4999,232,3437,4862,13530
"SP","Hospedagem","7831",4471,1.14318886892614,"Trabalhadores de manobras de transportes sobre trilhos","13005","Turismo, Hospitalidade e Lazer","Acolhimento e Hospedagem","Técnico em Hospedagem",4999,232,3437,4862,13530
"SP","Hospedagem","8612",540,1.03603056689286,"Operadores de instalações de distribuição de energia elétrica","13005","Turismo, Hospitalidade e Lazer","Acolhimento e Hospedagem","Técnico em Hospedagem",4999,232,3437,4862,13530
"SP","Informática","7301",4268,1.23704807561728,"Supervisores de montagens e instalações eletroeletrônicas","05003","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Informática",170108,31864,30355,146948,379275
"SP","Informática","7681",656,1.59122759702508,"Trabalhadores de tecelagem manual, tricô, crochê, rendas e afins","05003","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Informática",170108,31864,30355,146948,379275
"SP","Informática","8612",540,1.03603056689286,"Operadores de instalações de distribuição de energia elétrica","05003","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Informática",170108,31864,30355,146948,379275
"SP","Informática","9151",1440,1.25859556201237,"Técnicos em manutenção e reparação de instrumentos de medição e precisão","05003","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Informática",170108,31864,30355,146948,379275
"SP","Informática","9502",513,1.39322734143156,"Supervisores de manutenção eletroeletrônica veicular","05003","Informação e Comunicação","Desenvolvimento de Sistemas","Técnico em Informática",170108,31864,30355,146948,379275
"SP","Lazer","7842",432275,1.0763338697998,"Alimentadores de linhas de produção","13006","Turismo, Hospitalidade e Lazer","Recreação e Sociabilidade","Técnico em Lazer",221,968,0,492,1681
"SP","Meio Ambiente","7522",2052,1.12237259338939,"Trabalhadores da transformação de vidros planos","01017","Ambiente e Saúde","Proteção e Reabilitação de Ecossistemas","Técnico em Meio Ambiente",51454,1352,3178,12466,68450
"SP","Optometria","7664",653,1.40999166445732,"Trabalhadores de laboratório fotográfico e radiológico","01022","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Optometria",0,0,0,546,546
"SP","Prótese Dentária","9153",2037,1.52330087987217,"Técnicos em manutenção e reparação de equipamentos biomédicos","01026","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Prótese Dentária",2185,0,786,21189,24160
"SP","Serviços de Restaurante e Bar","7681",656,1.59122759702508,"Trabalhadores de tecelagem manual, tricô, crochê, rendas e afins","13008","Turismo, Hospitalidade e Lazer","Serviços de Gastronomia","Técnico em Serviços de Restaurante e Bar",NA,NA,NA,NA,NA
"SP","Viticultura e Enologia","7764",692,1.79727664642869,"Confeccionadores de artefatos de madeira, móveis de vime e afins","08007","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Viticultura e Enologia",31,0,0,0,31
"SP","Óptica","9153",2037,1.52330087987217,"Técnicos em manutenção e reparação de equipamentos biomédicos","01021","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Óptica",0,0,0,6387,6387
"SP","Órteses e Próteses","8113",2926,1.03762473244494,"Operadores de equipamentos de filtragem e separação","01023","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Órteses e Próteses",45,0,45,322,412
